tau,tau_true,category,TP,FP,FN,TN,N,removed,kept,Precision,Recall,TPR,TNR,FPR,FNR,sample_fp_share_all,sample_fp_share_removed,sample_fn_share_all,sample_fn_share_kept,severity_index_fp,severity_index_fp_t1,severity_ratio_fp,volume_scenario,posts_per_day,days_in_period,n_period_posts,s_fp,loss_share_fp_raw,fp_total_cost_period_raw,fp_total_cost_period,loss_share_fp,fp_denominator_posts_period,eur_per_fp,fp_total_cost_sample
0.41,0.5,META3_ANY,5187,9355,2934,82524,100000,14542,85458,0.3566909641039747,0.6387144440339859,0.6387144440339859,0.8981813036711327,0.10181869632886731,0.361285555966014,0.09355,0.6433090358960253,0.02934,0.03433265463736573,0.17999999999964006,0.39999999999920005,0.45000000000000007,low,1260900000.0,181,228222900000.0,0.27,0.12150000000000002,9773671574.90397,9773671574.90397,0.12150000000000002,21350252295.0,0.4577778023350506,4282.511340844399
0.4,0.5,META3_ANY,5428,10565,2693,81314,100000,15993,84007,0.3393984868379916,0.6683905922915897,0.6683905922915897,0.8850118090096758,0.11498819099032423,0.3316094077084103,0.10565,0.6606015131620083,0.02693,0.03205685240515671,0.19999999999959997,0.39999999999920005,0.49999999999999983,low,1260900000.0,181,228222900000.0,0.27,0.13499999999999995,10859635083.22663,10859635083.22663,0.13499999999999995,24111749384.999996,0.45038768899872716,4758.345934271552
0.39,0.5,META3_ANY,5573,11292,2548,80587,100000,16865,83135,0.3304476726949303,0.6862455362640069,0.6862455362640069,0.8770992283329161,0.12290077166708388,0.3137544637359931,0.11292,0.6695523273050696,0.02548,0.030648944487881156,0.21999999999956,0.39999999999920005,0.5499999999999999,low,1260900000.0,181,228222900000.0,0.27,0.1485,11945598591.549295,11945598591.549295,0.1485,25770929868.0,0.46352997942779917,5234.180527698708
0.38,0.5,META3_ANY,5574,11293,2547,80586,100000,16867,83133,0.33046777731665383,0.6863686738086443,0.6863686738086443,0.8770883444530306,0.12291165554696938,0.31363132619135575,0.11293,0.6695322226833462,0.02547,0.030637652917613944,0.23999999999952001,0.39999999999920005,0.6,low,1260900000.0,181,228222900000.0,0.27,0.162,13031562099.87196,13031562099.87196,0.162,25773212097.0,0.5056242912535078,5710.0151211258635
0.37,0.5,META3_ANY,5575,11303,2546,80576,100000,16878,83122,0.33031164829956156,0.6864918113532816,0.6864918113532816,0.8769795056541756,0.1230204943458244,0.31350818864671837,0.11303,0.6696883517004384,0.02546,0.030629676860518273,0.25999999999948004,0.39999999999920005,0.65,low,1260900000.0,181,228222900000.0,0.27,0.17550000000000002,14117525608.194624,14117525608.194624,0.17550000000000002,25796034387.0,0.5472750344645687,6185.84971455302
0.36,0.5,META3_ANY,5575,11303,2546,80576,100000,16878,83122,0.33031164829956156,0.6864918113532816,0.6864918113532816,0.8769795056541756,0.1230204943458244,0.31350818864671837,0.11303,0.6696883517004384,0.02546,0.030629676860518273,0.27999999999944003,0.39999999999920005,0.7,low,1260900000.0,181,228222900000.0,0.27,0.189,15203489116.517286,15203489116.517286,0.189,25796034387.0,0.5893731140387662,6661.684307980175
0.35,0.5,META3_ANY,5723,12329,2398,79550,100000,18052,81948,0.3170285840904055,0.7047161679596109,0.7047161679596109,0.865812644891651,0.13418735510834903,0.2952838320403891,0.12329,0.6829714159095945,0.02398,0.029262459120417826,0.2999999999994001,0.39999999999920005,0.7500000000000001,low,1260900000.0,181,228222900000.0,0.27,0.20250000000000004,16289452624.839952,16289452624.839952,0.20250000000000004,28137601341.0,0.5789211534923621,7137.518901407332
0.34,0.5,META3_ANY,5912,13306,2209,78573,100000,19218,80782,0.3076282651680716,0.7279891638960719,0.7279891638960719,0.8551790942435159,0.14482090575648407,0.27201083610392807,0.13306,0.6923717348319284,0.02209,0.02734520066351415,0.31999999999935996,0.39999999999920005,0.7999999999999998,low,1260900000.0,181,228222900000.0,0.27,0.21599999999999997,17375416133.16261,17375416133.16261,0.21599999999999997,30367339074.0,0.5721744697756264,7613.353494834484
0.33,0.5,META3_ANY,6057,14026,2064,77853,100000,20083,79917,0.30159836677787183,0.7458441078684891,0.7458441078684891,0.8473427007259547,0.1526572992740452,0.2541558921315109,0.14026,0.6984016332221281,0.02064,0.02582679530012388,0.33999999999931996,0.39999999999920005,0.8499999999999998,low,1260900000.0,181,228222900000.0,0.27,0.22949999999999995,18461379641.48527,18461379641.48527,0.22949999999999995,32010543954.0,0.5767280827222044,8089.18808826164
0.32,0.5,META3_ANY,6057,14027,2064,77852,100000,20084,79916,0.3015833499302928,0.7458441078684891,0.7458441078684891,0.8473318168460693,0.15266818315393071,0.2541558921315109,0.14027,0.6984166500697072,0.02064,0.025827118474398118,0.35999999999928,0.39999999999920005,0.8999999999999999,low,1260900000.0,181,228222900000.0,0.27,0.243,19547343149.807938,19547343149.807938,0.243,32012826183.0,0.6106097299271972,8565.022681688795
0.31,0.5,META3_ANY,6057,14027,2064,77852,100000,20084,79916,0.3015833499302928,0.7458441078684891,0.7458441078684891,0.8473318168460693,0.15266818315393071,0.2541558921315109,0.14027,0.6984166500697072,0.02064,0.025827118474398118,0.37999999999924,0.39999999999920005,0.9499999999999998,low,1260900000.0,181,228222900000.0,0.27,0.25649999999999995,20633306658.130596,20633306658.130596,0.25649999999999995,32012826183.0,0.6445324927009303,9040.857275115948
0.3,0.5,META3_ANY,6089,14248,2032,77631,100000,20337,79663,0.2994050253233024,0.7497845092968847,0.7497845092968847,0.8449264793913734,0.15507352060862656,0.2502154907031154,0.14248,0.7005949746766976,0.02032,0.025507450133688162,0.39999999999920005,0.39999999999920005,1.0,low,1260900000.0,181,228222900000.0,0.27,0.27,21719270166.453266,21719270166.453266,0.27,32517198792.0,0.6679317706725931,9516.691868543106
0.29,0.5,META3_ANY,6089,14248,2032,77631,100000,20337,79663,0.2994050253233024,0.7497845092968847,0.7497845092968847,0.8449264793913734,0.15507352060862656,0.2502154907031154,0.14248,0.7005949746766976,0.02032,0.025507450133688162,0.41999999999916005,0.39999999999920005,1.05,low,1260900000.0,181,228222900000.0,0.27,0.28350000000000003,22805233674.77593,22805233674.77593,0.28350000000000003,32517198792.0,0.7013283592062227,9992.526461970261
0.28,0.5,META3_ANY,6139,14528,1982,77351,100000,20667,79333,0.2970435960710311,0.7559413865287526,0.7559413865287526,0.8418789930234329,0.158121006976567,0.24405861347124738,0.14528,0.7029564039289689,0.01982,0.024983298249152307,0.43999999999912,0.39999999999920005,1.0999999999999999,low,1260900000.0,181,228222900000.0,0.27,0.297,23891197183.09859,23891197183.09859,0.297,33156222912.0,0.7205644999585227,10468.361055397418
0.27,0.5,META3_ANY,6139,14528,1982,77351,100000,20667,79333,0.2970435960710311,0.7559413865287526,0.7559413865287526,0.8418789930234329,0.158121006976567,0.24405861347124738,0.14528,0.7029564039289689,0.01982,0.024983298249152307,0.45999999999908,0.39999999999920005,1.1499999999999997,low,1260900000.0,181,228222900000.0,0.27,0.31049999999999994,24977160691.42125,24977160691.42125,0.31049999999999994,33156222912.0,0.7533174317748189,10944.195648824569
0.26,0.5,META3_ANY,6139,14531,1982,77348,100000,20670,79330,0.29700048379293664,0.7559413865287526,0.7559413865287526,0.8418463413837765,0.15815365861622352,0.24405861347124738,0.14531,0.7029995162070634,0.01982,0.024984243035421655,0.47999999999904003,0.39999999999920005,1.2,low,1260900000.0,181,228222900000.0,0.27,0.324,26063124199.74392,26063124199.74392,0.324,33163069599.0,0.7859080753046404,11420.030242251729
0.25,0.5,META3_ANY,6303,15638,1818,76241,100000,21941,78059,0.2872704070005925,0.7761359438492796,0.7761359438492796,0.8297978863505262,0.17020211364947377,0.22386405615072036,0.15638,0.7127295929994075,0.01818,0.023290075455745015,0.499999999999,0.39999999999920005,1.25,low,1260900000.0,181,228222900000.0,0.27,0.3375,27149087708.06658,27149087708.06658,0.3375,35689497102.0,0.7607024450491676,11895.864835678884
0.24,0.5,META3_ANY,6305,15692,1816,76187,100000,21997,78003,0.28662999499931807,0.7763822189385544,0.7763822189385544,0.8292101568367092,0.17078984316329085,0.22361778106144564,0.15692,0.7133700050006819,0.01816,0.023281155852980014,0.5199999999989601,0.39999999999920005,1.3,low,1260900000.0,181,228222900000.0,0.27,0.35100000000000003,28235051216.389248,28235051216.389248,0.35100000000000003,35812737468.0,0.7884080696600841,12371.69942910604
0.23,0.5,META3_ANY,6305,15693,1816,76186,100000,21998,78002,0.2866169651786526,0.7763822189385544,0.7763822189385544,0.8291992729568236,0.17080072704317636,0.22361778106144564,0.15693,0.7133830348213474,0.01816,0.023281454321684058,0.53999999999892,0.39999999999920005,1.3499999999999999,low,1260900000.0,181,228222900000.0,0.27,0.3645,29321014724.711906,29321014724.711906,0.3645,35815019696.99999,0.8186792851929647,12847.534022533195
0.22,0.5,META3_ANY,6307,15699,1814,76180,100000,22006,77994,0.28660365354903206,0.7766284940278291,0.7766284940278291,0.8291339696775106,0.17086603032248937,0.22337150597217093,0.15699,0.7133963464509679,0.01814,0.023258199348667845,0.5599999999988801,0.39999999999920005,1.4,low,1260900000.0,181,228222900000.0,0.27,0.378,30406978233.034573,30406978233.034573,0.378,35828713071.0,0.8486762606510192,13323.368615960351
0.21,0.5,META3_ANY,6307,15699,1814,76180,100000,22006,77994,0.28660365354903206,0.7766284940278291,0.7766284940278291,0.8291339696775106,0.17086603032248937,0.22337150597217093,0.15699,0.7133963464509679,0.01814,0.023258199348667845,0.5799999999988401,0.39999999999920005,1.4500000000000002,low,1260900000.0,181,228222900000.0,0.27,0.39150000000000007,31492941741.35724,31492941741.35724,0.39150000000000007,35828713071.0,0.8789861271028413,13799.203209387506
0.2,0.5,META3_ANY,6404,16535,1717,75344,100000,22939,77061,0.2791752038013863,0.788572835857653,0.788572835857653,0.8200350460932313,0.1799649539067687,0.211427164142347,0.16535,0.7208247961986137,0.01717,0.02228105007721156,0.5999999999988,0.39999999999920005,1.5,low,1260900000.0,181,228222900000.0,0.27,0.405,32578905249.6799,32578905249.6799,0.405,37736656515.0,0.8633225160456403,14275.037802814662
0.19,0.5,META3_ANY,6758,19803,1363,72076,100000,26561,73439,0.25443319152140353,0.8321635266592784,0.8321635266592784,0.7844665266274121,0.21553347337258785,0.16783647334072158,0.19803,0.7455668084785965,0.01363,0.01855962090987078,0.61999999999876,0.39999999999920005,1.5499999999999998,low,1260900000.0,181,228222900000.0,0.27,0.4185,33664868758.00256,33664868758.00256,0.4185,45194980887.0,0.744880694654437,14750.872396241815
0.18,0.5,META3_ANY,6771,20219,1350,71660,100000,26990,73010,0.25087069284920344,0.8337643147395641,0.8337643147395641,0.7799388325950435,0.22006116740495651,0.16623568526043592,0.20219,0.7491293071507966,0.0135,0.018490617723599508,0.63999999999872,0.39999999999920005,1.5999999999999999,low,1260900000.0,181,228222900000.0,0.27,0.432,34750832266.325226,34750832266.325226,0.43200000000000005,46144388151.0,0.7530890246633845,15226.70698966897
0.17,0.5,META3_ANY,6772,20223,1349,71656,100000,26995,73005,0.2508612706056677,0.8338874522842015,0.8338874522842015,0.7798952970755014,0.22010470292449852,0.16611254771579856,0.20223,0.7491387293943322,0.01349,0.018478186425587288,0.65999999999868,0.39999999999920005,1.6499999999999997,low,1260900000.0,181,228222900000.0,0.27,0.44549999999999995,35836795774.64788,35836795774.64788,0.4454999999999999,46153517067.0,0.7764694448447867,15702.541583096123
0.16,0.5,META3_ANY,6772,20230,1349,71649,100000,27002,72998,0.2507962373157544,0.8338874522842015,0.8338874522842015,0.779819109916303,0.22018089008369704,0.16611254771579856,0.2023,0.7492037626842456,0.01349,0.018479958355023425,0.6799999999986399,0.39999999999920005,1.6999999999999995,low,1260900000.0,181,228222900000.0,0.27,0.4589999999999999,36922759282.97054,36922759282.97054,0.4589999999999999,46169492670.0,0.7997220057599247,16178.376176523276
0.15,0.5,META3_ANY,6791,20429,1330,71450,100000,27220,72780,0.24948567229977958,0.8362270656323113,0.8362270656323113,0.7776532178190881,0.22234678218091186,0.16377293436768872,0.20429,0.7505143277002204,0.0133,0.01827425116790327,0.6999999999986,0.39999999999920005,1.7499999999999998,low,1260900000.0,181,228222900000.0,0.27,0.4725,38008722791.29321,38008722791.29321,0.4725,46623656241.0,0.8152239840398666,16654.210769950434
0.14,0.5,META3_ANY,7145,24387,976,67492,100000,31532,68468,0.2265952048712419,0.8798177564339367,0.8798177564339367,0.7345748212322729,0.26542517876772714,0.12018224356606329,0.24387,0.773404795128758,0.00976,0.014254834375182567,0.71999999999856,0.39999999999920005,1.7999999999999998,low,1260900000.0,181,228222900000.0,0.27,0.486,39094686299.615875,39094686299.615875,0.486,55656718623.0,0.7024252824610485,17130.04536337759
0.13,0.5,META3_ANY,7145,24394,976,67485,100000,31539,68461,0.22654491264783283,0.8798177564339367,0.8798177564339367,0.7344986340730744,0.26550136592692564,0.12018224356606329,0.24394,0.7734550873521672,0.00976,0.014256291903419465,0.7399999999985201,0.39999999999920005,1.8499999999999999,low,1260900000.0,181,228222900000.0,0.27,0.4995,40180649807.93854,40180649807.93854,0.4995,55672694226.0,0.7217299318194944,17605.879956804747
0.12,0.5,META3_ANY,7164,24914,957,66965,100000,32078,67922,0.2233306315855103,0.8821573697820465,0.8821573697820465,0.7288390165326135,0.27116098346738643,0.11784263021795345,0.24914,0.7766693684144896,0.00957,0.01408969111628044,0.75999999999848,0.39999999999920005,1.8999999999999997,low,1260900000.0,181,228222900000.0,0.27,0.5129999999999999,41266613316.26119,41266613316.26119,0.5129999999999999,56859453306.0,0.7257652143466283,18081.7145502319
0.11,0.5,META3_ANY,7172,25083,949,66796,100000,32255,67745,0.22235312354673695,0.8831424701391454,0.8831424701391454,0.7269996408319638,0.2730003591680362,0.11685752986085457,0.25083,0.777646876453263,0.00949,0.014008413905085245,0.77999999999844,0.39999999999920005,1.95,low,1260900000.0,181,228222900000.0,0.27,0.5265,42352576824.58386,42352576824.58386,0.5265,57245150007.0,0.7398456780950865,18557.549143659056
0.1,0.5,META3_ANY,7250,26628,871,65251,100000,33878,66122,0.21400318790955783,0.8927471986208595,0.8927471986208595,0.7101840464088638,0.28981595359113616,0.1072528013791405,0.26628,0.7859968120904421,0.00871,0.013172620307915672,0.7999999999984001,0.39999999999920005,2.0,low,1260900000.0,181,228222900000.0,0.27,0.54,43438540332.90653,43438540332.90653,0.54,60771193812.0,0.7147883332239077,19033.383737086213
0.09,0.5,META3_ANY,7251,26690,870,65189,100000,33941,66059,0.21363542618072537,0.8928703361654968,0.8928703361654968,0.7095092458559628,0.29049075414403724,0.10712966383450313,0.2669,0.7863645738192746,0.0087,0.013170044959808657,0.8199999999983602,0.39999999999920005,2.0500000000000003,low,1260900000.0,181,228222900000.0,0.27,0.5535000000000001,44524503841.2292,44524503841.2292,0.5535000000000001,60912692010.00001,0.7309561008060461,19509.21833051337
0.08,0.5,META3_ANY,7263,27101,858,64778,100000,34364,65636,0.21135490629728787,0.8943479867011451,0.8943479867011451,0.7050359712230215,0.2949640287769784,0.10565201329885482,0.27101,0.7886450937027122,0.00858,0.013072094582241452,0.83999999999832,0.39999999999920005,2.0999999999999996,low,1260900000.0,181,228222900000.0,0.27,0.567,45610467349.55185,45610467349.55185,0.567,61850688128.99999,0.7374286160636332,19985.052923940522
0.07,0.5,META3_ANY,7277,27522,844,64357,100000,34799,65201,0.20911520445989829,0.8960719123260682,0.8960719123260682,0.7004538577912254,0.29954614220877457,0.10392808767393179,0.27522,0.7908847955401017,0.00844,0.012944586739467186,0.85999999999828,0.39999999999920005,2.15,low,1260900000.0,181,228222900000.0,0.27,0.5805,46696430857.87452,46696430857.87452,0.5805,62811506538.0,0.7434375233401526,20460.88751736768
0.06,0.5,META3_ANY,7277,27524,844,64355,100000,34801,65199,0.20910318669003763,0.8960719123260682,0.8960719123260682,0.7004320900314545,0.2995679099685456,0.10392808767393179,0.27524,0.7908968133099623,0.00844,0.012944983818770227,0.8799999999982401,0.39999999999920005,2.1999999999999997,low,1260900000.0,181,228222900000.0,0.27,0.594,47782394366.19718,47782394366.19718,0.594,62816070996.0,0.7606714907279042,20936.722110794835
0.05,0.5,META3_ANY,7424,30066,697,61813,100000,37490,62510,0.19802614030408108,0.9141731313877601,0.9141731313877601,0.6727652673625094,0.3272347326374906,0.08582686861223987,0.30066,0.801973859695919,0.00697,0.011150215965445529,0.8999999999982,0.39999999999920005,2.2499999999999996,low,1260900000.0,181,228222900000.0,0.27,0.6074999999999999,48868357874.51984,48868357874.51984,0.6074999999999999,68617497114.0,0.7121850829582247,21412.556704221985
0.04,0.5,META3_ANY,7485,31524,636,60355,100000,39009,60991,0.19187879720064602,0.9216845216106391,0.9216845216106391,0.656896570489448,0.3431034295105519,0.07831547838936091,0.31524,0.808121202799354,0.00636,0.010427768031348887,0.9199999999981601,0.39999999999920005,2.3,low,1260900000.0,181,228222900000.0,0.27,0.621,49954321382.84251,49954321382.84251,0.621,71944986996.0,0.6943405436381532,21888.39129764914
0.03,0.5,META3_ANY,7507,32239,614,59640,100000,39746,60254,0.18887435213606402,0.924393547592661,0.924393547592661,0.6491145963713144,0.35088540362868553,0.075606452407339,0.32239,0.811125647863936,0.00614,0.010190194841836227,0.93999999999812,0.39999999999920005,2.3499999999999996,low,1260900000.0,181,228222900000.0,0.27,0.6345,51040284891.16517,51040284891.16517,0.6345,73576780731.0,0.6937009799024876,22364.225891076298
0.02,0.5,META3_ANY,7771,39752,350,52127,100000,47523,52477,0.16352082149695937,0.9569018593769241,0.9569018593769241,0.5673440067915411,0.43265599320845893,0.04309814062307597,0.39752,0.8364791785030407,0.0035,0.006669588581664348,0.9599999999980801,0.39999999999920005,2.4,low,1260900000.0,181,228222900000.0,0.27,0.648,52126248399.48784,52126248399.48784,0.648,90723167208.0,0.5745638077204532,22840.060484503458
0.01,0.5,META3_ANY,7858,44406,263,47473,100000,52264,47736,0.1503520587785091,0.9676148257603744,0.9676148257603744,0.5166904298044167,0.48330957019558335,0.03238517423962566,0.44406,0.8496479412214909,0.00263,0.0055094687447628625,0.97999999999804,0.39999999999920005,2.4499999999999997,low,1260900000.0,181,228222900000.0,0.27,0.6615,53212211907.81049,53212211907.81049,0.6615,101344660974.0,0.5250618177257714,23315.895077930607
0.0,0.5,META3_ANY,8121,91879,0,0,100000,100000,0,0.08121,1.0,1.0,0.0,1.0,0.0,0.91879,0.91879,0.0,,0.999999999998,0.39999999999920005,2.5,low,1260900000.0,181,228222900000.0,0.27,0.675,54298175416.13316,54298175416.13316,0.675,209688918291.0,0.258946328011382,23791.729671357767
0.5,0.5,META3_ANY,4960,8239,3161,83640,100000,13199,86801,0.37578604439730284,0.6107622214013052,0.6107622214013052,0.9103277136233524,0.08967228637664755,0.38923777859869474,0.08239,0.6242139556026972,0.03161,0.03641663114480248,0.0,0.39999999999920005,0.0,mid,2434800000.0,181,440698800000.0,0.06,0.0,0.0,0.0,0.0,36309174132.0,0.0,0.0
0.49,0.5,META3_ANY,4960,8239,3161,83640,100000,13199,86801,0.37578604439730284,0.6107622214013052,0.6107622214013052,0.9103277136233524,0.08967228637664755,0.38923777859869474,0.08239,0.6242139556026972,0.03161,0.03641663114480248,0.01999999999996002,0.39999999999920005,0.05000000000000004,mid,2434800000.0,181,440698800000.0,0.06,0.0030000000000000022,241325224.07170314,241325224.07170314,0.0030000000000000022,36309174132.0,0.006646398047897718,54.7596735166293
0.48,0.5,META3_ANY,4993,8359,3128,83520,100000,13352,86648,0.37395146794487716,0.6148257603743381,0.6148257603743381,0.9090216480370923,0.09097835196290774,0.3851742396256619,0.08359,0.6260485320551228,0.03128,0.03610008309482042,0.03999999999992004,0.39999999999920005,0.10000000000000007,mid,2434800000.0,181,440698800000.0,0.06,0.0060000000000000045,482650448.1434063,482650448.1434063,0.0060000000000000045,36838012692.0,0.013101967583832827,109.5193470332586
0.47,0.5,META3_ANY,4993,8360,3128,83519,100000,13353,86647,0.37392346289223394,0.6148257603743381,0.6148257603743381,0.9090107641572067,0.09098923584279324,0.3851742396256619,0.0836,0.626076537107766,0.03128,0.03610049972878461,0.05999999999988006,0.39999999999920005,0.15000000000000013,mid,2434800000.0,181,440698800000.0,0.06,0.009000000000000008,723975672.2151095,723975672.2151095,0.009000000000000008,36842419679.99999,0.01965060054424497,164.27902054988795
0.46,0.5,META3_ANY,5027,8488,3094,83391,100000,13515,86485,0.37195708472068073,0.6190124368920084,0.6190124368920084,0.9076176275318626,0.09238237246813744,0.38098756310799164,0.08488,0.6280429152793193,0.03094,0.03577498988263861,0.07999999999983996,0.39999999999920005,0.19999999999999987,mid,2434800000.0,181,440698800000.0,0.06,0.011999999999999992,965300896.2868111,965300896.2868111,0.011999999999999992,37406514144.0,0.025805689687384177,219.03869406651688
0.45,0.5,META3_ANY,5138,8911,2983,82968,100000,14049,85951,0.36571998006975587,0.6326807043467553,0.6326807043467553,0.9030137463402954,0.0969862536597046,0.36731929565324467,0.08911,0.6342800199302442,0.02983,0.03470582075833906,0.09999999999979998,0.39999999999920005,0.24999999999999992,mid,2434800000.0,181,440698800000.0,0.06,0.014999999999999994,1206626120.3585143,1206626120.3585143,0.014999999999999994,39270670068.0,0.030725885712394367,273.7983675831462
0.44,0.5,META3_ANY,5139,8919,2982,82960,100000,14058,85942,0.36555697823303457,0.6328038418913927,0.6328038418913927,0.9029266753012114,0.09707332469878863,0.36719615810860734,0.08919,0.6344430217669654,0.02982,0.03469781945963557,0.11999999999976001,0.39999999999920005,0.3,mid,2434800000.0,181,440698800000.0,0.06,0.018,1447951344.4302175,1447951344.4302175,0.018,39305925972.0,0.03683799092945123,328.55804109977555
0.43,0.5,META3_ANY,5143,8955,2978,82924,100000,14098,85902,0.3648035182295361,0.6332963920699421,0.6332963920699421,0.9025348556253333,0.09746514437466668,0.36670360793005785,0.08955,0.635196481770464,0.02978,0.0346674117017066,0.13999999999972002,0.39999999999920005,0.35,mid,2434800000.0,181,440698800000.0,0.06,0.020999999999999998,1689276568.5019205,1689276568.5019205,0.020999999999999998,39464577540.0,0.04280488158753822,383.31771461640477
0.42,0.5,META3_ANY,5187,9333,2934,82546,100000,14520,85480,0.35723140495867767,0.6387144440339859,0.6387144440339859,0.8984207490286137,0.10157925097138627,0.361285555966014,0.09333,0.6427685950413223,0.02934,0.0343238184370613,0.15999999999968004,0.39999999999920005,0.4,mid,2434800000.0,181,440698800000.0,0.06,0.024,1930601792.5736237,1930601792.5736237,0.024,41130419004.0,0.046938539390660464,438.0773881330341
0.41,0.5,META3_ANY,5187,9355,2934,82524,100000,14542,85458,0.3566909641039747,0.6387144440339859,0.6387144440339859,0.8981813036711327,0.10181869632886731,0.361285555966014,0.09355,0.6433090358960253,0.02934,0.03433265463736573,0.17999999999964006,0.39999999999920005,0.45000000000000007,mid,2434800000.0,181,440698800000.0,0.06,0.027000000000000003,2171927016.6453266,2171927016.6453266,0.027000000000000003,41227372740.0,0.052681674147478715,492.8370616496634
0.4,0.5,META3_ANY,5428,10565,2693,81314,100000,15993,84007,0.3393984868379916,0.6683905922915897,0.6683905922915897,0.8850118090096758,0.11498819099032423,0.3316094077084103,0.10565,0.6606015131620083,0.02693,0.03205685240515671,0.19999999999959997,0.39999999999920005,0.49999999999999983,mid,2434800000.0,181,440698800000.0,0.06,0.02999999999999999,2413252240.7170286,2413252240.7170286,0.02999999999999999,46559828220.0,0.051831210143520344,547.5967351662924
0.39,0.5,META3_ANY,5573,11292,2548,80587,100000,16865,83135,0.3304476726949303,0.6862455362640069,0.6862455362640069,0.8770992283329161,0.12290077166708388,0.3137544637359931,0.11292,0.6695523273050696,0.02548,0.030648944487881156,0.21999999999956,0.39999999999920005,0.5499999999999999,mid,2434800000.0,181,440698800000.0,0.06,0.032999999999999995,2654577464.788732,2654577464.788732,0.032999999999999995,49763708496.0,0.05334364228506215,602.3564086829218
0.38,0.5,META3_ANY,5574,11293,2547,80586,100000,16867,83133,0.33046777731665383,0.6863686738086443,0.6863686738086443,0.8770883444530306,0.12291165554696938,0.31363132619135575,0.11293,0.6695322226833462,0.02547,0.030637652917613944,0.23999999999952001,0.39999999999920005,0.6,mid,2434800000.0,181,440698800000.0,0.06,0.036,2895902688.860435,2895902688.860435,0.036,49768115484.0,0.058187911290140004,657.1160821995511
0.37,0.5,META3_ANY,5575,11303,2546,80576,100000,16878,83122,0.33031164829956156,0.6864918113532816,0.6864918113532816,0.8769795056541756,0.1230204943458244,0.31350818864671837,0.11303,0.6696883517004384,0.02546,0.030629676860518273,0.25999999999948004,0.39999999999920005,0.65,mid,2434800000.0,181,440698800000.0,0.06,0.039,3137227912.9321384,3137227912.9321384,0.039,49812185364.0,0.06298113383315761,711.8757557161804
0.36,0.5,META3_ANY,5575,11303,2546,80576,100000,16878,83122,0.33031164829956156,0.6864918113532816,0.6864918113532816,0.8769795056541756,0.1230204943458244,0.31350818864671837,0.11303,0.6696883517004384,0.02546,0.030629676860518273,0.27999999999944003,0.39999999999920005,0.7,mid,2434800000.0,181,440698800000.0,0.06,0.041999999999999996,3378553137.003841,3378553137.003841,0.041999999999999996,49812185364.0,0.06782583643570818,766.6354292328095
0.35,0.5,META3_ANY,5723,12329,2398,79550,100000,18052,81948,0.3170285840904055,0.7047161679596109,0.7047161679596109,0.865812644891651,0.13418735510834903,0.2952838320403891,0.12329,0.6829714159095945,0.02398,0.029262459120417826,0.2999999999994001,0.39999999999920005,0.7500000000000001,mid,2434800000.0,181,440698800000.0,0.06,0.045000000000000005,3619878361.0755444,3619878361.0755444,0.045000000000000005,54333755052.0,0.06662301101057985,821.395102749439
0.34,0.5,META3_ANY,5912,13306,2209,78573,100000,19218,80782,0.3076282651680716,0.7279891638960719,0.7279891638960719,0.8551790942435159,0.14482090575648407,0.27201083610392807,0.13306,0.6923717348319284,0.02209,0.02734520066351415,0.31999999999935996,0.39999999999920005,0.7999999999999998,mid,2434800000.0,181,440698800000.0,0.06,0.04799999999999999,3861203585.147246,3861203585.147246,0.04799999999999999,58639382328.0,0.06584659373711618,876.1547762660679
0.33,0.5,META3_ANY,6057,14026,2064,77853,100000,20083,79917,0.30159836677787183,0.7458441078684891,0.7458441078684891,0.8473427007259547,0.1526572992740452,0.2541558921315109,0.14026,0.6984016332221281,0.02064,0.02582679530012388,0.33999999999931996,0.39999999999920005,0.8499999999999998,mid,2434800000.0,181,440698800000.0,0.06,0.05099999999999998,4102528809.218949,4102528809.218949,0.05099999999999998,61812413688.0,0.06637062952963761,930.9144497826971
0.32,0.5,META3_ANY,6057,14027,2064,77852,100000,20084,79916,0.3015833499302928,0.7458441078684891,0.7458441078684891,0.8473318168460693,0.15266818315393071,0.2541558921315109,0.14027,0.6984166500697072,0.02064,0.025827118474398118,0.35999999999928,0.39999999999920005,0.8999999999999999,mid,2434800000.0,181,440698800000.0,0.06,0.05399999999999999,4343854033.290652,4343854033.290652,0.05399999999999999,61816820676.0,0.07026977424248425,985.6741232993265
0.31,0.5,META3_ANY,6057,14027,2064,77852,100000,20084,79916,0.3015833499302928,0.7458441078684891,0.7458441078684891,0.8473318168460693,0.15266818315393071,0.2541558921315109,0.14027,0.6984166500697072,0.02064,0.025827118474398118,0.37999999999924,0.39999999999920005,0.9499999999999998,mid,2434800000.0,181,440698800000.0,0.06,0.05699999999999999,4585179257.362355,4585179257.362355,0.056999999999999995,61816820676.0,0.07417365058928893,1040.433796815956
0.3,0.5,META3_ANY,6089,14248,2032,77631,100000,20337,79663,0.2994050253233024,0.7497845092968847,0.7497845092968847,0.8449264793913734,0.15507352060862656,0.2502154907031154,0.14248,0.7005949746766976,0.02032,0.025507450133688162,0.39999999999920005,0.39999999999920005,1.0,mid,2434800000.0,181,440698800000.0,0.06,0.06,4826504481.434058,4826504481.434058,0.05999999999999999,62790765024.0,0.07686647040515054,1095.1934703325849
