tau,posts_per_day,volume_scenario,scenario_s_fn,loss_share,eur_per_FN,FN,total_cost_eur,total_cost_period_eur
0.54,2434800000.0,mid,0.03,0.0009073724007561454,0.00456517975224243,3628,16.562472141135537,72990615.97631861
0.55,2434800000.0,mid,0.03,0.0014177693761814772,0.007131127781902526,3629,25.878862720524268,114047837.46299782
0.56,2434800000.0,mid,0.03,0.0020415879017013274,0.010246236545932076,3637,37.26556231755496,164228885.9467169
0.57,2434800000.0,mid,0.03,0.0027788279773156865,0.013386796234422649,3789,50.72257093222742,223533761.42747504
0.58,2434800000.0,mid,0.03,0.0036294896030245713,0.017480181679298667,3790,66.24988856454195,291962463.9052736
0.59,2434800000.0,mid,0.03,0.004593572778827975,0.022123354937862383,3790,83.84751521449843,369514993.38011205
0.6,2434800000.0,mid,0.03,0.005671077504725896,0.027255252996865945,3798,103.51545088209686,456191349.8519903
0.61,2434800000.0,mid,0.03,0.0068620037807183365,0.03285773755701397,3812,125.25369556733725,551991533.3209084
0.62,2434800000.0,mid,0.03,0.008166351606805294,0.039103423208347206,3812,149.06224927021955,656915543.7868663
0.63,2434800000.0,mid,0.03,0.00958412098298677,0.04574819874234931,3824,174.94111199074376,770963381.249864
0.64,2434800000.0,mid,0.03,0.011115311909262763,0.0529601367081467,3831,202.89028372891,894135045.7099016
0.65,2434800000.0,mid,0.03,0.012759924385633276,0.053964264245764164,4316,232.90976448471812,1026430537.166979
0.66,2434800000.0,mid,0.03,0.01451795841209831,0.05760859875177571,4600,264.99955425816825,1167849855.6210964
0.67,2434800000.0,mid,0.03,0.016389413988657855,0.06503470718462179,4600,299.1596530492602,1318393001.0722532
0.68,2434800000.0,mid,0.03,0.018374291115311924,0.07291088279521613,4600,335.3900608579942,1478059973.52045
0.69,2434800000.0,mid,0.03,0.020472589792060483,0.0802600467535158,4656,373.6907776843696,1646850772.9656847
0.7,2434800000.0,mid,0.03,0.022684310018903583,0.08885446427647799,4660,414.06180352838743,1824765399.4079611
0.71,2434800000.0,mid,0.03,0.025009451795841207,0.09794102947651732,4661,456.50313839004724,2011803852.8472776
0.72,2434800000.0,mid,0.03,0.027448015122873346,0.10746777826455362,4662,501.0147822693489,2207966133.2836337
0.73,2434800000.0,mid,0.03,0.029999999999999995,0.11467994453744346,4775,547.5967351662925,2413252240.717029
0.74,2434800000.0,mid,0.03,0.032665406427221176,0.12141091367967383,4911,596.2489970808782,2627662175.147465
0.75,2434800000.0,mid,0.03,0.03544423440453687,0.1297316158037108,4987,646.9715680131056,2851195936.5749407
0.76,2434800000.0,mid,0.03,0.03833648393194708,0.1403177156532936,4987,699.7644479629752,3083853524.999456
0.77,2434800000.0,mid,0.03,0.041342155009451806,0.15053413862567055,5013,754.6276369304865,3325634940.421011
0.78,2434800000.0,mid,0.03,0.04446124763705105,0.16189130957822462,5013,811.56113491564,3576540182.8396063
0.79,2434800000.0,mid,0.03,0.04769376181474482,0.17331573599809583,5023,870.5649419184354,3836569252.2552414
0.8,2434800000.0,mid,0.03,0.051039697542533104,0.18536391920789344,5026,931.6390579388724,4105722148.667916
0.81,2434800000.0,mid,0.03,0.0544990548204159,0.17606787309326577,5650,994.7834829769516,4383998872.07763
0.82,2434800000.0,mid,0.03,0.058071833648393176,0.17984360655457615,5894,1059.9982170326718,4671399422.484381
0.83,2434800000.0,mid,0.03,0.06175803402646502,0.19112974908545863,5898,1127.283260106035,4967923799.888175
0.84,2434800000.0,mid,0.03,0.06555765595463138,0.20247692253757021,5910,1196.63861219704,5273572004.289009
0.85,2434800000.0,mid,0.03,0.06947069943289225,0.2086318317383493,6078,1268.064273305687,5588344035.686883
0.86,2434800000.0,mid,0.03,0.07349716446124764,0.21942431197775203,6114,1341.560243431976,5912239894.081797
0.87,2434800000.0,mid,0.03,0.07763705103969755,0.2301651003046787,6157,1417.1265225759068,6245259579.47375
0.88,2434800000.0,mid,0.03,0.08189035916824199,0.23606492589031577,6332,1494.7631107374796,6587403091.862743
0.89,2434800000.0,mid,0.03,0.08625708884688094,0.23052269515617776,6830,1574.4700079166942,6938670431.248776
0.9,2434800000.0,mid,0.03,0.0907372400756144,0.22882663914251877,7238,1656.2472141135509,7299061597.631849
0.91,2434800000.0,mid,0.03,0.09533081285444238,0.24034457587403996,7240,1740.0947293280492,7668576591.011962
0.92,2434800000.0,mid,0.03,0.10003780718336487,0.25203761953901865,7245,1826.01255356019,8047215411.389114
0.93,2434800000.0,mid,0.03,0.10485822306238189,0.26352756255128357,7263,1914.0006868099726,8434978058.763307
0.94,2434800000.0,mid,0.03,0.10979206049149338,0.2715895282663499,7379,2004.059129077396,8831864533.134535
0.95,2434800000.0,mid,0.03,0.11483931947069942,0.28231486604208245,7425,2096.1878803624622,9237874834.502806
0.96,2434800000.0,mid,0.03,0.11999999999999998,0.2940906203900604,7448,2190.3869406651697,9653008962.868116
0.97,2434800000.0,mid,0.03,0.1252741020793951,0.3041170780669664,7519,2286.6563099855207,10077266918.23047
0.98,2434800000.0,mid,0.03,0.1306616257088847,0.3008319864182029,7928,2384.995988323513,10510648700.58986
0.99,2434800000.0,mid,0.03,0.13616257088846884,0.3075616849002781,8081,2485.405975679147,10953154309.946293
0.5,2434800000.0,mid,0.075,0.0,0.0,3161,0.0,0.0
0.51,2434800000.0,mid,0.075,0.00014177693761814773,0.0008186922720823877,3161,2.587886272052428,11404783.746299785
0.52,2434800000.0,mid,0.075,0.0005671077504725909,0.0032298112599718288,3205,10.351545088209711,45619134.98519914
0.53,2434800000.0,mid,0.075,0.0012759924385633296,0.006419784026590917,3628,23.29097644847185,102643053.71669805
0.54,2434800000.0,mid,0.075,0.0022684310018903637,0.011412949380606077,3628,41.406180352838845,182476539.94079655
0.55,2434800000.0,mid,0.075,0.0035444234404536927,0.017827819454756318,3629,64.69715680131068,285119593.65749454
0.56,2434800000.0,mid,0.075,0.0051039697542533185,0.025615591364830187,3637,93.1639057938874,410572214.8667922
0.57,2434800000.0,mid,0.075,0.006947069943289216,0.03346699058605662,3789,126.80642733056854,558834403.5686876
0.58,2434800000.0,mid,0.075,0.009073724007561429,0.04370045419824667,3790,165.62472141135487,729906159.7631841
0.59,2434800000.0,mid,0.075,0.011483931947069937,0.05530838734465596,3790,209.6187880362461,923787483.4502802
0.6,2434800000.0,mid,0.075,0.014177693761814741,0.06813813249216487,3798,258.78862720524216,1140478374.6299758
0.61,2434800000.0,mid,0.075,0.017155009451795843,0.08214434389253492,3812,313.1342389183431,1379978833.3022711
0.62,2434800000.0,mid,0.075,0.020415879017013236,0.09775855802086802,3812,372.6556231755489,1642288859.467166
0.63,2434800000.0,mid,0.075,0.023960302457466925,0.11437049685587328,3824,437.35277997685944,1927408453.12466
0.64,2434800000.0,mid,0.075,0.027788279773156913,0.13240034177036675,3831,507.225709322275,2235337614.274754
0.65,2434800000.0,mid,0.075,0.03189981096408319,0.1349106606144104,4316,582.2744112117953,2566076342.917447
0.66,2434800000.0,mid,0.075,0.03629489603024577,0.14402149687943924,4600,662.4988856454205,2919624639.0527406
0.67,2434800000.0,mid,0.075,0.04097353497164464,0.16258676796155447,4600,747.8991326231505,3295982502.680633
0.68,2434800000.0,mid,0.075,0.04593572778827981,0.18227720698804034,4600,838.4751521449856,3695149933.8011255
0.69,2434800000.0,mid,0.075,0.05118147448015121,0.20065011688378956,4656,934.2269442109242,4117126932.414212
0.7,2434800000.0,mid,0.075,0.056710775047258966,0.222136160691195,4660,1035.1545088209687,4561913498.519903
0.71,2434800000.0,mid,0.075,0.06252362948960302,0.24485257369129335,4661,1141.2578459751182,5029509632.118195
0.72,2434800000.0,mid,0.075,0.06862003780718337,0.26866944566138407,4662,1252.5369556733724,5519915333.2090845
0.73,2434800000.0,mid,0.075,0.075,0.28669986134360864,4775,1368.9918379157314,6033130601.792573
0.74,2434800000.0,mid,0.075,0.08166351606805294,0.3035272841991846,4911,1490.6224927021956,6569155437.868664
0.75,2434800000.0,mid,0.075,0.08861058601134217,0.32432903950927694,4987,1617.4289200327642,7127989841.437351
0.76,2434800000.0,mid,0.075,0.0958412098298677,0.350794289133234,4987,1749.411119907438,7709633812.49864
0.77,2434800000.0,mid,0.075,0.10335538752362952,0.37633534656417644,5013,1886.5690923262166,8314087351.052528
0.78,2434800000.0,mid,0.075,0.11115311909262765,0.40472827394556155,5013,2028.9028372891,8941350457.099016
0.79,2434800000.0,mid,0.075,0.11923440453686206,0.43328933999523955,5023,2176.4123547960885,9591423130.638103
0.8,2434800000.0,mid,0.075,0.12759924385633276,0.4634097980197336,5026,2329.097644847181,10264305371.669788
0.81,2434800000.0,mid,0.075,0.13624763705103976,0.4401696827331644,5650,2486.958707442379,10959997180.194075
0.82,2434800000.0,mid,0.075,0.14517958412098295,0.44960901638644046,5894,2649.99554258168,11678498556.210953
0.83,2434800000.0,mid,0.075,0.15439508506616256,0.4778243727136467,5898,2818.208150265088,12419809499.72044
0.84,2434800000.0,mid,0.075,0.16389413988657844,0.5061923063439255,5910,2991.5965304926,13183930010.722523
0.85,2434800000.0,mid,0.075,0.17367674858223062,0.5215795793458732,6078,3170.1606832642174,13970860089.217207
0.86,2434800000.0,mid,0.075,0.1837429111531191,0.54856077994438,6114,3353.900608579939,14780599735.20449
0.87,2434800000.0,mid,0.075,0.1940926275992439,0.5754127507616967,6157,3542.816306439767,15613148948.684376
0.88,2434800000.0,mid,0.075,0.20472589792060497,0.5901623147257894,6332,3736.9077768436982,16468507729.656858
0.89,2434800000.0,mid,0.075,0.2156427221172023,0.5763067378904444,6830,3936.1750197917354,17346676078.12194
0.9,2434800000.0,mid,0.075,0.226843100189036,0.572066597856297,7238,4140.618035283877,18247653994.079624
0.91,2434800000.0,mid,0.075,0.23832703213610598,0.6008614396851,7240,4350.236823320124,19171441477.529907
0.92,2434800000.0,mid,0.075,0.2500945179584122,0.6300940488475466,7245,4565.031383900475,20118038528.472786
0.93,2434800000.0,mid,0.075,0.26214555765595476,0.658818906378209,7263,4785.001717024931,21087445146.908268
0.94,2434800000.0,mid,0.075,0.2744801512287335,0.6789738206658749,7379,5010.1478226934905,22079661332.836338
0.95,2434800000.0,mid,0.075,0.2870982986767486,0.7057871651052061,7425,5240.469700906156,23094687086.257015
0.96,2434800000.0,mid,0.075,0.3,0.735226550975151,7448,5475.967351662925,24132522407.17029
0.97,2434800000.0,mid,0.075,0.3131852551984878,0.760292695167416,7519,5716.640774963801,25193167295.576176
0.98,2434800000.0,mid,0.075,0.3266540642722118,0.7520799660455074,7928,5962.489970808783,26276621751.474655
0.99,2434800000.0,mid,0.075,0.3404064272211721,0.7689042122506952,8081,6213.5149391978675,27382885774.86573
0.5,2434800000.0,mid,0.5,0.0,0.0,3161,0.0,0.0
0.51,2434800000.0,mid,0.5,0.0009451795841209849,0.005457948480549251,3161,17.252575147016184,76031891.64199856
0.52,2434800000.0,mid,0.5,0.0037807183364839394,0.02153207506647886,3205,69.01030058806474,304127566.56799424
0.53,2434800000.0,mid,0.5,0.008506616257088864,0.04279856017727278,3628,155.27317632314563,684287024.777987
0.54,2434800000.0,mid,0.5,0.015122873345935758,0.0760863292040405,3628,276.04120235225895,1216510266.271977
0.55,2434800000.0,mid,0.5,0.02362948960302462,0.11885212969837544,3629,431.3143786754045,1900797291.0499637
0.56,2434800000.0,mid,0.5,0.034026465028355456,0.1707706090988679,3637,621.0927052925825,2737148099.111948
0.57,2434800000.0,mid,0.5,0.04631379962192811,0.2231132705737108,3789,845.3761822037902,3725562690.457917
0.58,2434800000.0,mid,0.5,0.060491493383742864,0.2913363613216445,3790,1104.1648094090326,4866041065.087894
0.59,2434800000.0,mid,0.5,0.07655954631379959,0.36872258229770644,3790,1397.4585869083073,6158583223.001868
0.6,2434800000.0,mid,0.5,0.09451795841209827,0.45425421661443244,3798,1725.2575147016144,7603189164.199839
0.61,2434800000.0,mid,0.5,0.11436672967863895,0.5476289592835663,3812,2087.5615927889544,9199858888.681808
0.62,2434800000.0,mid,0.5,0.13610586011342157,0.6517237201391202,3812,2484.370821170326,10948592396.447773
0.63,2434800000.0,mid,0.5,0.15973534971644618,0.7624699790391554,3824,2915.68519984573,12849389687.497736
0.64,2434800000.0,mid,0.5,0.18525519848771274,0.8826689451357784,3831,3381.5047288151673,14902250761.831694
0.65,2434800000.0,mid,0.5,0.2126654064272213,0.8994044040960694,4316,3881.8294080786354,17107175619.44965
0.66,2434800000.0,mid,0.5,0.2419659735349718,0.9601433125295951,4600,4416.659237636138,19464164260.351604
0.67,2434800000.0,mid,0.5,0.27315689981096425,1.0839117864103631,4600,4985.9942174876705,21973216684.53755
0.68,2434800000.0,mid,0.5,0.30623818525519875,1.2151813799202689,4600,5589.834347633237,24634332892.007504
0.69,2434800000.0,mid,0.5,0.34120982986767473,1.3376674458919302,4656,6228.179628072827,27447512882.761414
0.7,2434800000.0,mid,0.5,0.3780718336483931,1.4809077379413,4660,6901.030058806458,30412756656.799355
0.71,2434800000.0,mid,0.5,0.4168241965973535,1.6323504912752889,4661,7608.385639834121,33530064214.121296
0.72,2434800000.0,mid,0.5,0.4574669187145558,1.7911296377425605,4662,8350.246371155818,36799435554.727234
0.73,2434800000.0,mid,0.5,0.5,1.9113324089573913,4775,9126.612252771543,40220870678.61716
0.74,2434800000.0,mid,0.5,0.5444234404536863,2.0235152279945643,4911,9937.483284681306,43794369585.79109
0.75,2434800000.0,mid,0.5,0.5907372400756145,2.162193596728513,4987,10782.859466885095,47519932276.24901
0.76,2434800000.0,mid,0.5,0.6389413988657847,2.3386285942215603,4987,11662.740799382922,51397558749.990944
0.77,2434800000.0,mid,0.5,0.6890359168241968,2.5089023104278434,5013,12577.127282174779,55427249007.01686
0.78,2434800000.0,mid,0.5,0.741020793950851,2.6981884929704103,5013,13526.018915260667,59609003047.326775
0.79,2434800000.0,mid,0.5,0.7948960302457471,2.888595599968264,5023,14509.41569864059,63942820870.92069
0.8,2434800000.0,mid,0.5,0.8506616257088851,3.089398653464891,5026,15527.317632314544,68428702477.7986
0.81,2434800000.0,mid,0.5,0.9083175803402652,2.93446455155443,5650,16579.72471628253,73066647867.96051
0.82,2434800000.0,mid,0.5,0.9678638941398864,2.99739344257627,5894,17666.636950544536,77856657041.40636
0.83,2434800000.0,mid,0.5,1.0,3.094815955500693,5898,18253.224505543087,80441741357.23431
0.84,2434800000.0,mid,0.5,1.0,3.0885320652357167,5910,18253.224505543087,80441741357.23431
0.85,2434800000.0,mid,0.5,1.0,3.0031629657030416,6078,18253.224505543087,80441741357.23431
0.86,2434800000.0,mid,0.5,1.0,2.985479964923632,6114,18253.224505543087,80441741357.23431
0.87,2434800000.0,mid,0.5,1.0,2.964629609475895,6157,18253.224505543087,80441741357.23431
0.88,2434800000.0,mid,0.5,1.0,2.882694962972692,6332,18253.224505543087,80441741357.23431
0.89,2434800000.0,mid,0.5,1.0,2.672507248249354,6830,18253.224505543087,80441741357.23431
0.9,2434800000.0,mid,0.5,1.0,2.5218602522165083,7238,18253.224505543087,80441741357.23431
0.91,2434800000.0,mid,0.5,1.0,2.521163605737995,7240,18253.224505543083,80441741357.23431
0.92,2434800000.0,mid,0.5,1.0,2.519423672262676,7245,18253.224505543087,80441741357.23431
0.93,2434800000.0,mid,0.5,1.0,2.5131797474243545,7263,18253.224505543087,80441741357.23431
0.94,2434800000.0,mid,0.5,1.0,2.4736718397537727,7379,18253.22450554309,80441741357.23431
0.95,2434800000.0,mid,0.5,1.0,2.4583467347532775,7425,18253.224505543087,80441741357.23431
0.96,2434800000.0,mid,0.5,1.0,2.45075516991717,7448,18253.224505543083,80441741357.23431
0.97,2434800000.0,mid,0.5,1.0,2.4276133136777607,7519,18253.224505543083,80441741357.23431
0.98,2434800000.0,mid,0.5,1.0,2.302374433090702,7928,18253.224505543083,80441741357.23431
0.99,2434800000.0,mid,0.5,1.0,2.258782886467403,8081,18253.224505543083,80441741357.23431
0.5,3695700000.0,high,0.01,0.0,0.0,3161,0.0,0.0
0.51,3695700000.0,high,0.01,1.89035916824197e-05,7.19160806366389e-05,3161,0.22732673089241553,1520637.8328399712
0.52,3695700000.0,high,0.01,7.56143667296788e-05,0.0002837151087580849,3205,0.9093069235696621,6082551.331359885
0.53,3695700000.0,high,0.01,0.00017013232514177728,0.0005639306995677343,3628,2.04594057803174,13685740.49555974
0.54,3695700000.0,high,0.01,0.0003024574669187152,0.0010025434658981942,3628,3.6372276942786486,24330205.32543954
0.55,3695700000.0,high,0.01,0.00047258979206049243,0.0015660425109700713,3629,5.683168272310389,38015945.82099928
0.56,3695700000.0,high,0.01,0.0006805293005671091,0.0022501408611842067,3637,8.18376231212696,54742961.98223896
0.57,3695700000.0,high,0.01,0.000926275992438562,0.002939828401617399,3789,11.139009813728324,74511253.80915834
0.58,3695700000.0,high,0.01,0.0012098298676748572,0.003838762738024948,3790,14.548910777114553,97320821.30175789
0.59,3695700000.0,high,0.01,0.0015311909262759919,0.004858434090312826,3790,18.41346520228561,123171664.46003737
0.6,3695700000.0,high,0.01,0.0018903591682419654,0.005985432619600184,3798,22.7326730892415,152063783.28399676
0.61,3695700000.0,high,0.01,0.0022873345935727793,0.007215775036196808,3812,27.506534437982232,183997177.7736362
0.62,3695700000.0,high,0.01,0.0027221172022684316,0.008587368638118514,3812,32.73504924850778,218971847.92895547
0.63,3695700000.0,high,0.01,0.0031947069943289237,0.010046605000213952,3824,38.41821752081815,256987793.7499547
0.64,3695700000.0,high,0.01,0.0037051039697542543,0.011630393958473864,3831,44.55603925491337,298045015.23663384
0.65,3695700000.0,high,0.01,0.004253308128544426,0.01185090696264908,4316,51.14851445079343,342143512.388993
0.66,3695700000.0,high,0.01,0.004839319470699437,0.012651226762708327,4600,58.195643108458306,389283285.20703214
0.67,3695700000.0,high,0.01,0.005463137996219285,0.014282048962588697,4600,65.697425227908,439464333.6907511
0.68,3695700000.0,high,0.01,0.006124763705103975,0.01601170887155273,4600,73.65386080914256,492686657.8401501
0.69,3695700000.0,high,0.01,0.006824196597353496,0.017625633559313108,4656,82.06494985216183,548950257.6552284
0.7,3695700000.0,high,0.01,0.0075614366729678615,0.01951302411093691,4660,90.93069235696599,608255133.135987
0.71,3695700000.0,high,0.01,0.00833648393194707,0.02150849352575736,4661,100.25108832355507,670601284.282426
0.72,3695700000.0,high,0.01,0.009149338374291117,0.023600630148418903,4662,110.02613775192893,735988711.0945448
0.73,3695700000.0,high,0.01,0.01,0.025184469244416245,4775,120.25584064208758,804417413.5723431
0.74,3695700000.0,high,0.01,0.010888468809073727,0.02666263428915315,4911,130.9401969940311,875887391.7158219
0.75,3695700000.0,high,0.01,0.011814744801512289,0.028489915140918275,4987,142.07920680775945,950398645.5249802
0.76,3695700000.0,high,0.01,0.012778827977315695,0.030814692216417215,4987,153.67287008327264,1027951174.9998188
0.77,3695700000.0,high,0.01,0.013780718336483937,0.03305828582097958,5013,165.72118682057064,1108544980.1403372
0.78,3695700000.0,high,0.01,0.014820415879017017,0.035552395176471865,5013,178.22415701965346,1192180060.9465353
0.79,3695700000.0,high,0.01,0.01589792060491494,0.0380612742744418,5023,191.18178068052117,1278856417.4184136
0.8,3695700000.0,high,0.01,0.017013232514177704,0.04070713446143528,5026,204.5940578031737,1368574049.555972
0.81,3695700000.0,high,0.01,0.0181663516068053,0.03866566166152407,5650,218.460988387611,1461332957.35921
0.82,3695700000.0,high,0.01,0.019357277882797726,0.039494837535431454,5894,232.782572433833,1557133140.828127
0.83,3695700000.0,high,0.01,0.02058601134215501,0.04197334858288234,5898,247.55880994184005,1655974599.9627254
0.84,3695700000.0,high,0.01,0.021852551984877126,0.04446526242159591,5910,262.7897009116318,1757857334.763003
0.85,3695700000.0,high,0.01,0.023156899810964086,0.045816920918593046,6078,278.47524534320854,1862781345.2289612
0.86,3695700000.0,high,0.01,0.024499054820415884,0.04818702048357376,6114,294.61544323657,1970746631.360599
0.87,3695700000.0,high,0.01,0.02587901701323252,0.050545768164969355,6157,311.2102945917163,2081753193.1579168
0.88,3695700000.0,high,0.01,0.027296786389413994,0.05184140862423365,6332,328.2597994086475,2195801030.6209145
0.89,3695700000.0,high,0.01,0.028752362948960313,0.05062429834368425,6830,345.7639576873635,2312890143.7495923
0.9,3695700000.0,high,0.01,0.03024574669187147,0.050251833300340464,7238,363.72276942786425,2433020532.54395
0.91,3695700000.0,high,0.01,0.03177693761814746,0.05278124787709252,7240,382.13623463014983,2556192197.0039873
0.92,3695700000.0,high,0.01,0.033345935727788295,0.05534911708684891,7245,401.0043532942204,2682405137.129705
0.93,3695700000.0,high,0.01,0.034952741020793966,0.05787238405893924,7263,420.32712542007573,2811659352.9211025
0.94,3695700000.0,high,0.01,0.03659735349716447,0.059642844695448664,7379,440.1045510077157,2943954844.378179
0.95,3695700000.0,high,0.01,0.03827977315689981,0.06199819933429501,7425,460.33663005714044,3079291611.500935
0.96,3695700000.0,high,0.01,0.04,0.06458423235343048,7448,481.02336256835025,3217669654.2893724
0.97,3695700000.0,high,0.01,0.04175803402646504,0.06678610833107394,7519,502.164748541345,3359088972.74349
0.98,3695700000.0,high,0.01,0.043553875236294906,0.06606468062261914,7928,523.7607879761246,3503549566.8632874
0.99,3695700000.0,high,0.01,0.04538752362948961,0.06754256662203795,8081,545.8114808726887,3651051436.648764
0.5,3695700000.0,high,0.03,0.0,0.0,3161,0.0,0.0
0.51,3695700000.0,high,0.03,5.671077504725909e-05,0.00021574824190991667,3161,0.6819801926772466,4561913.498519913
0.52,3695700000.0,high,0.03,0.00022684310018903636,0.0008511453262742547,3205,2.727920770708986,18247653.994079653
0.53,3695700000.0,high,0.03,0.0005103969754253319,0.0016917920987032029,3628,6.13782173409522,41057221.486679226
0.54,3695700000.0,high,0.03,0.0009073724007561454,0.0030076303976945824,3628,10.911683082835944,72990615.97631861
0.55,3695700000.0,high,0.03,0.0014177693761814772,0.004698127532910213,3629,17.049504816931165,114047837.46299782
0.56,3695700000.0,high,0.03,0.0020415879017013274,0.00675042258355262,3637,24.55128693638088,164228885.9467169
0.57,3695700000.0,high,0.03,0.0027788279773156865,0.008819485204852198,3789,33.41702944118498,223533761.42747504
0.58,3695700000.0,high,0.03,0.0036294896030245713,0.01151628821407484,3790,43.64673233134365,291962463.9052736
0.59,3695700000.0,high,0.03,0.004593572778827975,0.014575302270938477,3790,55.24039560685683,369514993.38011205
0.6,3695700000.0,high,0.03,0.005671077504725896,0.017956297858800555,3798,68.1980192677245,456191349.8519903
0.61,3695700000.0,high,0.03,0.0068620037807183365,0.021647325108590416,3812,82.51960331394666,551991533.3209084
0.62,3695700000.0,high,0.03,0.008166351606805294,0.025762105914355543,3812,98.20514774552333,656915543.7868663
0.63,3695700000.0,high,0.03,0.00958412098298677,0.030139815000641855,3824,115.25465256245445,770963381.249864
0.64,3695700000.0,high,0.03,0.011115311909262763,0.0348911818754216,3831,133.66811776474015,894135045.7099016
0.65,3695700000.0,high,0.03,0.012759924385633276,0.03555272088794723,4316,153.44554335238027,1026430537.166979
0.66,3695700000.0,high,0.03,0.01451795841209831,0.03795368028812498,4600,174.5869293253749,1167849855.6210964
0.67,3695700000.0,high,0.03,0.016389413988657855,0.042846146887766084,4600,197.09227568372398,1318393001.0722532
0.68,3695700000.0,high,0.03,0.018374291115311924,0.048035126614658176,4600,220.9615824274276,1478059973.52045
0.69,3695700000.0,high,0.03,0.020472589792060483,0.052876900677939306,4656,246.19484955648542,1646850772.9656847
0.7,3695700000.0,high,0.03,0.022684310018903583,0.05853907233281073,4660,272.792077070898,1824765399.4079611
0.71,3695700000.0,high,0.03,0.025009451795841207,0.06452548057727207,4661,300.75326497066516,2011803852.8472776
0.72,3695700000.0,high,0.03,0.027448015122873346,0.07080189044525668,4662,330.07841325578664,2207966133.2836337
0.73,3695700000.0,high,0.03,0.029999999999999995,0.07555340773324873,4775,360.7675219262627,2413252240.717029
0.74,3695700000.0,high,0.03,0.032665406427221176,0.07998790286745944,4911,392.8205909820933,2627662175.147465
0.75,3695700000.0,high,0.03,0.03544423440453687,0.08546974542275483,4987,426.2376204232783,2851195936.5749407
0.76,3695700000.0,high,0.03,0.03833648393194708,0.09244407664925162,4987,461.01861024981787,3083853524.999456
0.77,3695700000.0,high,0.03,0.041342155009451806,0.09917485746293873,5013,497.1635604617119,3325634940.421011
0.78,3695700000.0,high,0.03,0.04446124763705105,0.10665718552941561,5013,534.6724710589605,3576540182.8396063
0.79,3695700000.0,high,0.03,0.04769376181474482,0.11418382282332543,5023,573.5453420415636,3836569252.2552414
0.8,3695700000.0,high,0.03,0.051039697542533104,0.12212140338430581,5026,613.782173409521,4105722148.667916
0.81,3695700000.0,high,0.03,0.0544990548204159,0.11599698498457221,5650,655.382965162833,4383998872.07763
0.82,3695700000.0,high,0.03,0.058071833648393176,0.11848451260629435,5894,698.3477173014988,4671399422.484381
0.83,3695700000.0,high,0.03,0.06175803402646502,0.12592004574864699,5898,742.6764298255199,4967923799.888175
0.84,3695700000.0,high,0.03,0.06555765595463138,0.13339578726478774,5910,788.3691027348955,5273572004.289009
0.85,3695700000.0,high,0.03,0.06947069943289225,0.1374507627557791,6078,835.4257360296255,5588344035.686883
0.86,3695700000.0,high,0.03,0.07349716446124764,0.14456106145072128,6114,883.84632970971,5912239894.081797
0.87,3695700000.0,high,0.03,0.07763705103969755,0.15163730449490806,6157,933.630883775149,6245259579.47375
0.88,3695700000.0,high,0.03,0.08189035916824199,0.15552422587270093,6332,984.7793982259423,6587403091.862743
0.89,3695700000.0,high,0.03,0.08625708884688094,0.15187289503105275,6830,1037.2918730620902,6938670431.248776
0.9,3695700000.0,high,0.03,0.0907372400756144,0.15075549990102138,7238,1091.1683082835928,7299061597.631849
0.91,3695700000.0,high,0.03,0.09533081285444238,0.15834374363127754,7240,1146.4087038904495,7668576591.011962
0.92,3695700000.0,high,0.03,0.10003780718336487,0.16604735126054673,7245,1203.013059882661,8047215411.389114
0.93,3695700000.0,high,0.03,0.10485822306238189,0.1736171521768177,7263,1260.9813762602269,8434978058.763307
0.94,3695700000.0,high,0.03,0.10979206049149338,0.17892853408634596,7379,1320.3136530231468,8831864533.134535
0.95,3695700000.0,high,0.03,0.11483931947069942,0.18599459800288506,7425,1381.0098901714216,9237874834.502806
0.96,3695700000.0,high,0.03,0.11999999999999998,0.19375269706029144,7448,1443.0700877050506,9653008962.868116
0.97,3695700000.0,high,0.03,0.1252741020793951,0.20035832499322181,7519,1506.4942456240349,10077266918.23047
0.98,3695700000.0,high,0.03,0.1306616257088847,0.19819404186785736,7928,1571.2823639283731,10510648700.58986
0.99,3695700000.0,high,0.03,0.13616257088846884,0.20262769986611384,8081,1637.434442618066,10953154309.946293
0.5,3695700000.0,high,0.075,0.0,0.0,3161,0.0,0.0
0.51,3695700000.0,high,0.075,0.00014177693761814773,0.0005393706047747917,3161,1.7049504816931167,11404783.746299785
0.52,3695700000.0,high,0.075,0.0005671077504725909,0.002127863315685637,3205,6.819801926772467,45619134.98519914
0.53,3695700000.0,high,0.075,0.0012759924385633296,0.004229480246758006,3628,15.344554335238048,102643053.71669805
0.54,3695700000.0,high,0.075,0.0022684310018903637,0.007519075994236457,3628,27.279207707089867,182476539.94079655
0.55,3695700000.0,high,0.075,0.0035444234404536927,0.011745318832275533,3629,42.62376204232791,285119593.65749454
0.56,3695700000.0,high,0.075,0.0051039697542533185,0.016876056458881548,3637,61.37821734095219,410572214.8667922
0.57,3695700000.0,high,0.075,0.006947069943289216,0.022048713012130492,3789,83.54257360296243,558834403.5686876
0.58,3695700000.0,high,0.075,0.009073724007561429,0.028790720535187105,3790,109.11683082835913,729906159.7631841
0.59,3695700000.0,high,0.075,0.011483931947069937,0.036438255677346196,3790,138.10098901714207,923787483.4502802
0.6,3695700000.0,high,0.075,0.014177693761814741,0.044890744647001386,3798,170.49504816931127,1140478374.6299758
