app,policy_area,tau,TP,FP,FN,TN,TP_meta3,FP_meta3,FN_meta3,TN_meta3,volume_scenario,posts_per_day,scenario_s_fp,scenario_s_fn,cost_fp_1,cost_fp_2,cost_fn_1,eur_per_FP,eur_per_FN,direct_fp_cost,direct_fn_cost,indirect_fp_cost,indirect_fn_cost,fp_cost_total,fn_cost_total,ecm_total_cost
Human 15% + Proactive 50.0%,All Policies,0.93,847,600,8219,290334,858,511,7263,91368,mid,2434800000.0,0.12,0.01,0.1675,0.025125,0.08374999999999999,0.0,0.0878425208504278,115.575,688.34125,0.0,638.0002289366571,115.575,1326.341478936657,1441.916478936657
Human 15% + Proactive 50.0%,All Policies,0.93,847,600,8219,290334,858,511,7263,91368,mid,2434800000.0,0.12,0.03,0.1675,0.025125,0.08374999999999999,0.0,0.2635275625512835,115.575,688.34125,0.0,1914.0006868099722,115.575,2602.341936809972,2717.916936809972
Human 15% + Proactive 50.0%,All Policies,0.93,847,600,8219,290334,858,511,7263,91368,mid,2434800000.0,0.12,0.075,0.1675,0.025125,0.08374999999999999,0.0,0.658818906378209,115.575,688.34125,0.0,4785.001717024931,115.575,5473.342967024932,5588.917967024931
Human 15% + Proactive 50.0%,All Policies,0.93,847,600,8219,290334,858,511,7263,91368,mid,2434800000.0,0.12,0.5,0.1675,0.025125,0.08374999999999999,0.0,2.5131797474243545,115.575,688.34125,0.0,18253.224505543087,115.575,18941.565755543088,19057.14075554309
Human 15% + Proactive 50.0%,All Policies,0.93,847,600,8219,290334,858,511,7263,91368,mid,2434800000.0,0.27,0.01,0.1675,0.025125,0.08374999999999999,0.0,0.0878425208504278,115.575,688.34125,0.0,638.0002289366571,115.575,1326.341478936657,1441.916478936657
Human 15% + Proactive 50.0%,All Policies,0.93,847,600,8219,290334,858,511,7263,91368,mid,2434800000.0,0.27,0.03,0.1675,0.025125,0.08374999999999999,0.0,0.2635275625512835,115.575,688.34125,0.0,1914.0006868099722,115.575,2602.341936809972,2717.916936809972
Human 15% + Proactive 50.0%,All Policies,0.93,847,600,8219,290334,858,511,7263,91368,mid,2434800000.0,0.27,0.075,0.1675,0.025125,0.08374999999999999,0.0,0.658818906378209,115.575,688.34125,0.0,4785.001717024931,115.575,5473.342967024932,5588.917967024931
Human 15% + Proactive 50.0%,All Policies,0.93,847,600,8219,290334,858,511,7263,91368,mid,2434800000.0,0.27,0.5,0.1675,0.025125,0.08374999999999999,0.0,2.5131797474243545,115.575,688.34125,0.0,18253.224505543087,115.575,18941.565755543088,19057.14075554309
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.06,0.01,0.1675,0.025125,0.08375,0.0,0.0596428446954486,95.34937500000002,697.47,0.0,440.10455100771526,95.34937500000002,1137.5745510077154,1232.9239260077154
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.06,0.03,0.1675,0.025125,0.08375,0.0,0.1789285340863459,95.34937500000002,697.47,0.0,1320.3136530231463,95.34937500000002,2017.7836530231464,2113.1330280231464
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.06,0.075,0.1675,0.025125,0.08375,0.0,0.4473213352158649,95.34937500000002,697.47,0.0,3300.7841325578675,95.34937500000002,3998.2541325578677,4093.603507557868
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.06,0.5,0.1675,0.025125,0.08375,0.0,1.6297037625977446,95.34937500000002,697.47,0.0,12025.584064208757,95.34937500000002,12723.054064208756,12818.403439208756
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.12,0.01,0.1675,0.025125,0.08375,0.0,0.0596428446954486,95.34937500000002,697.47,0.0,440.10455100771526,95.34937500000002,1137.5745510077154,1232.9239260077154
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.12,0.03,0.1675,0.025125,0.08375,0.0,0.1789285340863459,95.34937500000002,697.47,0.0,1320.3136530231463,95.34937500000002,2017.7836530231464,2113.1330280231464
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.12,0.075,0.1675,0.025125,0.08375,0.0,0.4473213352158649,95.34937500000002,697.47,0.0,3300.7841325578675,95.34937500000002,3998.2541325578677,4093.603507557868
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.12,0.5,0.1675,0.025125,0.08375,0.0,1.6297037625977446,95.34937500000002,697.47,0.0,12025.584064208757,95.34937500000002,12723.054064208756,12818.403439208756
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.27,0.01,0.1675,0.025125,0.08375,0.0,0.0596428446954486,95.34937500000002,697.47,0.0,440.10455100771526,95.34937500000002,1137.5745510077154,1232.9239260077154
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.27,0.03,0.1675,0.025125,0.08375,0.0,0.1789285340863459,95.34937500000002,697.47,0.0,1320.3136530231463,95.34937500000002,2017.7836530231464,2113.1330280231464
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.27,0.075,0.1675,0.025125,0.08375,0.0,0.4473213352158649,95.34937500000002,697.47,0.0,3300.7841325578675,95.34937500000002,3998.2541325578677,4093.603507557868
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,high,3695700000.0,0.27,0.5,0.1675,0.025125,0.08375,0.0,1.6297037625977446,95.34937500000002,697.47,0.0,12025.584064208757,95.34937500000002,12723.054064208756,12818.403439208756
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.06,0.01,0.1675,0.025125,0.08375,0.0,0.1748132771361485,95.34937500000002,697.47,0.0,1289.9471719876399,95.34937500000002,1987.41717198764,2082.76654698764
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.06,0.03,0.1675,0.025125,0.08375,0.0,0.5244398314084454,95.34937500000002,697.47,0.0,3869.8415159629185,95.34937500000002,4567.311515962919,4662.6608909629185
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.06,0.075,0.1675,0.025125,0.08375,0.0,1.3110995785211137,95.34937500000002,697.47,0.0,9674.603789907298,95.34937500000002,10372.073789907297,10467.423164907297
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.06,0.5,0.1675,0.025125,0.08375,0.0,4.776664442408189,95.34937500000002,697.47,0.0,35247.00692053003,95.34937500000002,35944.47692053003,36039.82629553003
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.12,0.01,0.1675,0.025125,0.08375,0.0,0.1748132771361485,95.34937500000002,697.47,0.0,1289.9471719876399,95.34937500000002,1987.41717198764,2082.76654698764
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.12,0.03,0.1675,0.025125,0.08375,0.0,0.5244398314084454,95.34937500000002,697.47,0.0,3869.8415159629185,95.34937500000002,4567.311515962919,4662.6608909629185
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.12,0.075,0.1675,0.025125,0.08375,0.0,1.3110995785211137,95.34937500000002,697.47,0.0,9674.603789907298,95.34937500000002,10372.073789907297,10467.423164907297
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.12,0.5,0.1675,0.025125,0.08375,0.0,4.776664442408189,95.34937500000002,697.47,0.0,35247.00692053003,95.34937500000002,35944.47692053003,36039.82629553003
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.27,0.01,0.1675,0.025125,0.08375,0.0,0.1748132771361485,95.34937500000002,697.47,0.0,1289.9471719876399,95.34937500000002,1987.41717198764,2082.76654698764
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.27,0.03,0.1675,0.025125,0.08375,0.0,0.5244398314084454,95.34937500000002,697.47,0.0,3869.8415159629185,95.34937500000002,4567.311515962919,4662.6608909629185
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.27,0.075,0.1675,0.025125,0.08375,0.0,1.3110995785211137,95.34937500000002,697.47,0.0,9674.603789907298,95.34937500000002,10372.073789907297,10467.423164907297
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,low,1260900000.0,0.27,0.5,0.1675,0.025125,0.08375,0.0,4.776664442408189,95.34937500000002,697.47,0.0,35247.00692053003,95.34937500000002,35944.47692053003,36039.82629553003
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.06,0.01,0.1675,0.025125,0.08375,0.0,0.09052984275545,95.34937500000002,697.47,0.0,668.0197096924655,95.34937500000002,1365.4897096924656,1460.8390846924656
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.06,0.03,0.1675,0.025125,0.08375,0.0,0.2715895282663499,95.34937500000002,697.47,0.0,2004.059129077396,95.34937500000002,2701.5291290773957,2796.878504077396
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.06,0.075,0.1675,0.025125,0.08375,0.0,0.6789738206658749,95.34937500000002,697.47,0.0,5010.1478226934905,95.34937500000002,5707.617822693491,5802.967197693491
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.06,0.5,0.1675,0.025125,0.08375,0.0,2.4736718397537727,95.34937500000002,697.47,0.0,18253.22450554309,95.34937500000002,18950.69450554309,19046.043880543093
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.12,0.01,0.1675,0.025125,0.08375,0.0,0.09052984275545,95.34937500000002,697.47,0.0,668.0197096924655,95.34937500000002,1365.4897096924656,1460.8390846924656
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.12,0.03,0.1675,0.025125,0.08375,0.0,0.2715895282663499,95.34937500000002,697.47,0.0,2004.059129077396,95.34937500000002,2701.5291290773957,2796.878504077396
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.12,0.075,0.1675,0.025125,0.08375,0.0,0.6789738206658749,95.34937500000002,697.47,0.0,5010.1478226934905,95.34937500000002,5707.617822693491,5802.967197693491
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.12,0.5,0.1675,0.025125,0.08375,0.0,2.4736718397537727,95.34937500000002,697.47,0.0,18253.22450554309,95.34937500000002,18950.69450554309,19046.043880543093
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.27,0.01,0.1675,0.025125,0.08375,0.0,0.09052984275545,95.34937500000002,697.47,0.0,668.0197096924655,95.34937500000002,1365.4897096924656,1460.8390846924656
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.27,0.03,0.1675,0.025125,0.08375,0.0,0.2715895282663499,95.34937500000002,697.47,0.0,2004.059129077396,95.34937500000002,2701.5291290773957,2796.878504077396
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.27,0.075,0.1675,0.025125,0.08375,0.0,0.6789738206658749,95.34937500000002,697.47,0.0,5010.1478226934905,95.34937500000002,5707.617822693491,5802.967197693491
Human 15% + Proactive 50.0%,All Policies,0.94,738,495,8328,290439,742,417,7379,91462,mid,2434800000.0,0.27,0.5,0.1675,0.025125,0.08375,0.0,2.4736718397537727,95.34937500000002,697.47,0.0,18253.22450554309,95.34937500000002,18950.69450554309,19046.043880543093
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.06,0.01,0.1675,0.025125,0.08375,0.0,0.061998199334295,84.562375,699.815,0.0,460.3366300571404,84.562375,1160.1516300571404,1244.7140050571404
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.06,0.03,0.1675,0.025125,0.08375,0.0,0.185994598002885,84.562375,699.815,0.0,1381.0098901714211,84.562375,2080.8248901714214,2165.3872651714214
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.06,0.075,0.1675,0.025125,0.08375,0.0,0.4649864950072127,84.562375,699.815,0.0,3452.524725428554,84.562375,4152.339725428554,4236.902100428554
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.06,0.5,0.1675,0.025125,0.08375,0.0,1.619607281374917,84.562375,699.815,0.0,12025.584064208759,84.562375,12725.39906420876,12809.961439208759
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.12,0.01,0.1675,0.025125,0.08375,0.0,0.061998199334295,84.562375,699.815,0.0,460.3366300571404,84.562375,1160.1516300571404,1244.7140050571404
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.12,0.03,0.1675,0.025125,0.08375,0.0,0.185994598002885,84.562375,699.815,0.0,1381.0098901714211,84.562375,2080.8248901714214,2165.3872651714214
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.12,0.075,0.1675,0.025125,0.08375,0.0,0.4649864950072127,84.562375,699.815,0.0,3452.524725428554,84.562375,4152.339725428554,4236.902100428554
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.12,0.5,0.1675,0.025125,0.08375,0.0,1.619607281374917,84.562375,699.815,0.0,12025.584064208759,84.562375,12725.39906420876,12809.961439208759
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.27,0.01,0.1675,0.025125,0.08375,0.0,0.061998199334295,84.562375,699.815,0.0,460.3366300571404,84.562375,1160.1516300571404,1244.7140050571404
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.27,0.03,0.1675,0.025125,0.08375,0.0,0.185994598002885,84.562375,699.815,0.0,1381.0098901714211,84.562375,2080.8248901714214,2165.3872651714214
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.27,0.075,0.1675,0.025125,0.08375,0.0,0.4649864950072127,84.562375,699.815,0.0,3452.524725428554,84.562375,4152.339725428554,4236.902100428554
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,high,3695700000.0,0.27,0.5,0.1675,0.025125,0.08375,0.0,1.619607281374917,84.562375,699.815,0.0,12025.584064208759,84.562375,12725.39906420876,12809.961439208759
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.06,0.01,0.1675,0.025125,0.08375,0.0,0.1817168255053962,84.562375,699.815,0.0,1349.2474293775667,84.562375,2049.062429377567,2133.6248043775668
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.06,0.03,0.1675,0.025125,0.08375,0.0,0.5451504765161886,84.562375,699.815,0.0,4047.7422881327007,84.562375,4747.557288132701,4832.119663132701
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.06,0.075,0.1675,0.025125,0.08375,0.0,1.3628761912904717,84.562375,699.815,0.0,10119.355720331752,84.562375,10819.170720331753,10903.733095331752
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.06,0.5,0.1675,0.025125,0.08375,0.0,4.747071639128623,84.562375,699.815,0.0,35247.006920530024,84.562375,35946.82192053003,36031.38429553003
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.12,0.01,0.1675,0.025125,0.08375,0.0,0.1817168255053962,84.562375,699.815,0.0,1349.2474293775667,84.562375,2049.062429377567,2133.6248043775668
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.12,0.03,0.1675,0.025125,0.08375,0.0,0.5451504765161886,84.562375,699.815,0.0,4047.7422881327007,84.562375,4747.557288132701,4832.119663132701
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.12,0.075,0.1675,0.025125,0.08375,0.0,1.3628761912904717,84.562375,699.815,0.0,10119.355720331752,84.562375,10819.170720331753,10903.733095331752
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.12,0.5,0.1675,0.025125,0.08375,0.0,4.747071639128623,84.562375,699.815,0.0,35247.006920530024,84.562375,35946.82192053003,36031.38429553003
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.27,0.01,0.1675,0.025125,0.08375,0.0,0.1817168255053962,84.562375,699.815,0.0,1349.2474293775667,84.562375,2049.062429377567,2133.6248043775668
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.27,0.03,0.1675,0.025125,0.08375,0.0,0.5451504765161886,84.562375,699.815,0.0,4047.7422881327007,84.562375,4747.557288132701,4832.119663132701
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.27,0.075,0.1675,0.025125,0.08375,0.0,1.3628761912904717,84.562375,699.815,0.0,10119.355720331752,84.562375,10819.170720331753,10903.733095331752
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,low,1260900000.0,0.27,0.5,0.1675,0.025125,0.08375,0.0,4.747071639128623,84.562375,699.815,0.0,35247.006920530024,84.562375,35946.82192053003,36031.38429553003
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.06,0.01,0.1675,0.025125,0.08375,0.0,0.0941049553473608,84.562375,699.815,0.0,698.7292934541539,84.562375,1398.5442934541538,1483.1066684541538
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.06,0.03,0.1675,0.025125,0.08375,0.0,0.2823148660420824,84.562375,699.815,0.0,2096.187880362462,84.562375,2796.002880362462,2880.565255362462
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.06,0.075,0.1675,0.025125,0.08375,0.0,0.7057871651052061,84.562375,699.815,0.0,5240.469700906156,84.562375,5940.284700906155,6024.847075906156
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.06,0.5,0.1675,0.025125,0.08375,0.0,2.4583467347532775,84.562375,699.815,0.0,18253.224505543087,84.562375,18953.039505543085,19037.601880543087
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.12,0.01,0.1675,0.025125,0.08375,0.0,0.0941049553473608,84.562375,699.815,0.0,698.7292934541539,84.562375,1398.5442934541538,1483.1066684541538
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.12,0.03,0.1675,0.025125,0.08375,0.0,0.2823148660420824,84.562375,699.815,0.0,2096.187880362462,84.562375,2796.002880362462,2880.565255362462
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.12,0.075,0.1675,0.025125,0.08375,0.0,0.7057871651052061,84.562375,699.815,0.0,5240.469700906156,84.562375,5940.284700906155,6024.847075906156
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.12,0.5,0.1675,0.025125,0.08375,0.0,2.4583467347532775,84.562375,699.815,0.0,18253.224505543087,84.562375,18953.039505543085,19037.601880543087
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.27,0.01,0.1675,0.025125,0.08375,0.0,0.0941049553473608,84.562375,699.815,0.0,698.7292934541539,84.562375,1398.5442934541538,1483.1066684541538
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.27,0.03,0.1675,0.025125,0.08375,0.0,0.2823148660420824,84.562375,699.815,0.0,2096.187880362462,84.562375,2796.002880362462,2880.565255362462
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.27,0.075,0.1675,0.025125,0.08375,0.0,0.7057871651052061,84.562375,699.815,0.0,5240.469700906156,84.562375,5940.284700906155,6024.847075906156
Human 15% + Proactive 50.0%,All Policies,0.95,710,439,8356,290495,696,388,7425,91491,mid,2434800000.0,0.27,0.5,0.1675,0.025125,0.08375,0.0,2.4583467347532775,84.562375,699.815,0.0,18253.224505543087,84.562375,18953.039505543085,19037.601880543087
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.06,0.01,0.1675,0.025125,0.08375,0.0,0.0645842323534304,79.554125,701.57375,0.0,481.0233625683496,79.554125,1182.5971125683495,1262.1512375683496
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.06,0.03,0.1675,0.025125,0.08375,0.0,0.1937526970602914,79.554125,701.57375,0.0,1443.0700877050504,79.554125,2144.6438377050504,2224.1979627050505
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.06,0.075,0.1675,0.025125,0.08375,0.0,0.4843817426507286,79.554125,701.57375,0.0,3607.6752192626263,79.554125,4309.248969262626,4388.803094262626
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.06,0.5,0.1675,0.025125,0.08375,0.0,1.6146058088357622,79.554125,701.57375,0.0,12025.584064208757,79.554125,12727.157814208756,12806.711939208757
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.12,0.01,0.1675,0.025125,0.08375,0.0,0.0645842323534304,79.554125,701.57375,0.0,481.0233625683496,79.554125,1182.5971125683495,1262.1512375683496
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.12,0.03,0.1675,0.025125,0.08375,0.0,0.1937526970602914,79.554125,701.57375,0.0,1443.0700877050504,79.554125,2144.6438377050504,2224.1979627050505
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.12,0.075,0.1675,0.025125,0.08375,0.0,0.4843817426507286,79.554125,701.57375,0.0,3607.6752192626263,79.554125,4309.248969262626,4388.803094262626
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.12,0.5,0.1675,0.025125,0.08375,0.0,1.6146058088357622,79.554125,701.57375,0.0,12025.584064208757,79.554125,12727.157814208756,12806.711939208757
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.27,0.01,0.1675,0.025125,0.08375,0.0,0.0645842323534304,79.554125,701.57375,0.0,481.0233625683496,79.554125,1182.5971125683495,1262.1512375683496
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.27,0.03,0.1675,0.025125,0.08375,0.0,0.1937526970602914,79.554125,701.57375,0.0,1443.0700877050504,79.554125,2144.6438377050504,2224.1979627050505
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.27,0.075,0.1675,0.025125,0.08375,0.0,0.4843817426507286,79.554125,701.57375,0.0,3607.6752192626263,79.554125,4309.248969262626,4388.803094262626
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,high,3695700000.0,0.27,0.5,0.1675,0.025125,0.08375,0.0,1.6146058088357622,79.554125,701.57375,0.0,12025.584064208757,79.554125,12727.157814208756,12806.711939208757
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,low,1260900000.0,0.06,0.01,0.1675,0.025125,0.08375,0.0,0.1892964925914609,79.554125,701.57375,0.0,1409.8802768212008,79.554125,2111.454026821201,2191.008151821201
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,low,1260900000.0,0.06,0.03,0.1675,0.025125,0.08375,0.0,0.5678894777743826,79.554125,701.57375,0.0,4229.640830463602,79.554125,4931.214580463602,5010.768705463602
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,low,1260900000.0,0.06,0.075,0.1675,0.025125,0.08375,0.0,1.4197236944359566,79.554125,701.57375,0.0,10574.102076159004,79.554125,11275.675826159004,11355.229951159004
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,low,1260900000.0,0.06,0.5,0.1675,0.025125,0.08375,0.0,4.732412314786522,79.554125,701.57375,0.0,35247.00692053002,79.554125,35948.58067053002,36028.13479553002
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,low,1260900000.0,0.12,0.01,0.1675,0.025125,0.08375,0.0,0.1892964925914609,79.554125,701.57375,0.0,1409.8802768212008,79.554125,2111.454026821201,2191.008151821201
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,low,1260900000.0,0.12,0.03,0.1675,0.025125,0.08375,0.0,0.5678894777743826,79.554125,701.57375,0.0,4229.640830463602,79.554125,4931.214580463602,5010.768705463602
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,low,1260900000.0,0.12,0.075,0.1675,0.025125,0.08375,0.0,1.4197236944359566,79.554125,701.57375,0.0,10574.102076159004,79.554125,11275.675826159004,11355.229951159004
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,low,1260900000.0,0.12,0.5,0.1675,0.025125,0.08375,0.0,4.732412314786522,79.554125,701.57375,0.0,35247.00692053002,79.554125,35948.58067053002,36028.13479553002
Human 15% + Proactive 50.0%,All Policies,0.96,689,413,8377,290521,673,380,7448,91499,low,1260900000.0,0.27,0.01,0.1675,0.025125,0.08375,0.0,0.1892964925914609,79.554125,701.57375,0.0,1409.8802768212008,79.554125,2111.454026821201,2191.008151821201
